label,sentence,syntax
F,The product shall have a customizable Look and Feel.,product shall have customizable Look Feel 
F,The product shall have an intuitive user interface.,product shall have intuitive user interface 
F,The product will display an available status for unreserved conference rooms.,product will display available status for unreserved conference rooms 
PE,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,Recreation of Inventory Quantity Adjustment for period of previous days shall take more than 
PE,The System shall allow for a minimum of 6 users to work at the same time.,System shall allow for minimum of users work at same time 
SE,The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.,System shall maintain consistent security changes in user passwords and/or permissions should take affect in parts of System 
SE,The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.,System shall granularly control access rights major subsystems should be possible assign access rights subsystems independently 
L,The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.,System shall meet applicable accounting standards final version of System must successfully pass independent audit performed by certified auditor 
F,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,System shall allow generation of Inventory Quantity Adjustment documents on demand 
F,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,System shall allow on demand generation of Inventory Quantity Adjustment documents since certain point of time 
F,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,IQA subsystem shall take into account current inventory status adjust inventory of substitutionary ingredients accordingly 
F,The System shall allow entering storing and modifying product formulas.,System shall allow entering storing modifying product formulas 
F,Product formulas shall allow use of semi-products which have own formulas.,Product formulas shall allow use of semi-products have own formulas 
F,Product formula ingredients shall allow defining substitutionary ingredients.,Product formula ingredients shall allow defining substitutionary ingredients 
F,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,Product formula substitutionary ingredients shall be entered automatically by PFE subsystem 
F,Formula substitutionary ingredients shall be kept in persisted order,Formula substitutionary ingredients shall be kept in persisted order 
F,Product shall allow entering storing and modifying product menus used by POS terminals.,Product shall allow entering storing modifying product menus used by POS terminals 
F,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,PME Subsystem shall allow building product menus based on list of products kept in accounting system 
F,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,PME Subsystem shall allow keeping submenus within menus products within submenus in managed persisted order 
F,PME Subsystem shall allow for a product to exist in more than one submenu,PME Subsystem shall allow for product exist in more than submenu 
F,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,RMS System shall have Windows XP look feel use GUI futures making use intuitive 
F,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,System shall generate Inventory Quantity Adjustment document based on product daily sales data product formulas 
F,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,System shall generate Inventory Quantity Adjustment document automatically daily Product Sales data is available 
PE,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,Administrator shall be able activate pre-paid card via Administration section in under seconds 
PE,Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.,Customer shall be able check status of prepaid card by entering in PIN number in under seconds 
PE,System shall let customers register on the website as a “pay as you go” user in under 5 minutes.,System shall let customers register on website as “ pay as go ” user in under minutes 
PE,System shall let customers register on the website as a “unlimited movie subscriber” user in under 10 minutes.,System shall let customers register on website as “ unlimited movie subscriber ” user in under minutes 
PE,System shall let existing customers log into the website with their email address and password in under 5 seconds.,System shall let existing customers log into website with email address password in under seconds 
PE,System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.,System shall let customers cancel account process shall take no longer than minutes Database will mark account as inactive user will not be able log into website 
PE,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,System shall let administrator de-activate customer account in under minute Customer will no longer be able access website 
PE,System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.,System shall let administrator add/remove movies on website in under minutes Entered movie information will be stored in database will now be available on website 
PE,System shall let the administrator add/remove categories on the website in under 5 minutes.,System shall let administrator add/remove categories on website in under minutes 
PE,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,System shall let Izogn Manager access sales usage statistics in under minutes 
PE,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,System shall let administrators generate unique pre-paid pins in under minutes generate Excel file with generated PINs 
LF,The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.,website shall be attractive audiences website shall appear be fun colors should be bright vibrant 
LF,The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.,website should have African feel should not alienate non-Africans website should use animation on pages are describing services grab users attention encourage sign 
LF,The website design should be modern clean and concise.,website design should be modern clean concise 
US,The product should be able to be used by 90% of novice users on the Internet.,product should be able be used by % of novice users on Internet 
US,Users should only have to navigate through a maximum of 4 pages to create an account with the website.,Users should only have navigate through maximum of pages create account with website 
US,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,Users should be able access streaming movies in under clicks after logging into website 
US,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,anonymous survey will show that % of customers are comfortable purchasing streaming movies after weeks using website 
US,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,anonymous survey will show that % of customers are comfortable using purchasing pre-paid cards after month of using system 
US,The product shall retain the customer’s buying preferences and information.,product shall retain customer ’ s buying preferences information 
US,The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,product shall be easy for customers with novice skills on Internet purchase watch streaming movies Customers should be able purchase watch pre-determined movie in under minutes 
US,The product shall use symbols and words that are naturally understandable by users familiar with websites,product shall use symbols words are naturally understandable by users familiar with websites 
US,The website will use standard Internet conventions when interacting with the user.,website will use standard Internet conventions interacting with user 
PE,Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.,interface between user automated system shall have maximum response time of seconds unless noted by exception below 
PE,When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.,purchasing streaming movie pre-paid card via credit card processing time should have maximum response time of seconds 
PE,When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user’s connection.),streaming movie buffering time should take no longer than seconds latency on user ’ s connection 
PE,While streaming a movie buffering should only occur if there is latency in the user’s connection.,While streaming movie buffering should only occur if is latency in user ’ s connection 
SE,All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.,credit card information will be secured on server only accessible by authorized Izogn administrators Information will be encrypted in database 
A,The website shall be available for use 24 hours per day 365 days per year.,website shall be available for use hours per day days per year 
A,The website shall achieve 99.5% up time.,website shall achieve % up time 
A,All movies shall be streamed on demand at any time of the day.,movies shall be streamed on demand at time of day 
SC,The streaming server will support 50 simultaneous streaming connections.,streaming server will support simultaneous streaming connections 
SC,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,streaming server will support maximum of movies new servers can be added support more movies 
SC,The server will support a maximum of 1 000 simultaneous users.,server will support maximum of simultaneous users 
SC,The website shall be capable of supporting 100 000 customers.,website shall be capable of supporting customers 
PE,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,Izogn Administrator must be able update category listings on website within minutes 
PE,Izogn Administrator must be able to add new products to the website within 2 minutes.,Izogn Administrator must be able add new products website within minutes 
A,The system will provide a 24 hour 800 toll free number for support to its customers.,system will provide hour toll free number for support customers 
US,The website will provide a help section with answers and solutions to common problems.,website will provide help section with answers solutions common problems 
A,Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.,Velkat staff will be available for phone support between 7am-7pm M-F provide technical support Izogn administrators 
SE,Only registered customers can purchase streaming movies.,Only registered customers can purchase streaming movies 
SE,A customer can only stream a movie if they purchased it and are within the 2 day viewing period.,customer can only stream movie if purchased are within day viewing period 
SE,Only authorized personnel can access customer records in the database.,Only authorized personnel can access customer records in database 
SE,Only administrators can activate a pre-paid card.,Only administrators can activate pre-paid card 
SE,Only authorized personnel can access sales information.,Only authorized personnel can access sales information 
SE,The website shall prevent its data from being corrupted when incorrect data is entered in.,website shall prevent data from being corrupted incorrect data is entered in 
SE,The website shall protect itself from intentional abuse and notify the administrator at all occurrences.,website shall protect from intentional abuse notify administrator at occurrences 
SE,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,Data integrity scripts will be run on weekly basis verify integrity of database 
SE,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.,website shall make user aware of information practices before collection data from via Privacy Policy accessible on pages of website 
SE,The system shall notify customers of changes to its information policy.,system shall notify customers of changes information policy 
SE,The system shall reveal private information only in compliance with the organization’s information policy.,system shall reveal private information only in compliance with organization ’ s information policy 
SE,All customer information will be stored on a secure database accessible only to authorized personnel.,customer information will be stored on secure database accessible only authorized personnel 
SE,All credit card information will be encrypted in the database.,credit card information will be encrypted in database 
SE,The streaming server will have anti-virus software to prevent infection of malicious viruses.,streaming server will have anti-virus software prevent infection of malicious viruses 
LF,The website should cater to all tribes in Nigeria.,website should cater tribes in Nigeria 
LF,The website shall not be offensive to religious or ethnic groups.,website shall not be offensive religious ethnic groups 
LF,The website should appeal to all Africans not only Nigerians.,website should appeal Africans not only Nigerians 
L,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,IzognMovies shall meet licensing requirements set forth by appropriate organizations in order stream African movies 
L,The website will comply with W3C standards.,website will comply with W3C standards 
L,The PHP code will comply with PEAR standards.,PHP code will comply with PEAR standards 
F,The website will allow customers to search for movies by title actor or director.,website will allow customers search for movies by title actor director 
F,viewing a movie details the website will display the movies description actor and director entered in by the administrator.,viewing movie details website will display movies description actor director entered in by administrator 
F,Website shall request and authorize credit card payment before allowing a user to stream a movie.,Website shall request authorize credit card payment before allowing user stream movie 
F,shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.,shall be able stream purchased movie via Windows Media Player for up days aftere purchase date 
F,Website shall allow customers to browse movies by categories entered in by izogn administrator.,Website shall allow customers browse movies by categories entered in by izogn administrator 
F,Website shall allow customers to view reviews of selected movies by other customers.,Website shall allow customers view reviews of selected movies by other customers 
F,Website shall allow customers to add their own movie review for a selected movie.,Website shall allow customers add own movie review for selected movie 
F,Website shall allow the Izogn administrator to approve a review posted by a customer.,Website shall allow Izogn administrator approve review posted by customer 
F,System will allow customers to pay for a streaming movie with a pre-paid card.,System will allow customers pay for streaming movie with pre-paid card 
F,Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.,Website shall allow customers purchase pre-paid cards of value by credit card mail-in payment option 
F,System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.,System shall automatically update main page of website Friday show latest movies have been added website 
F,System shall allow users to update their billing and contact information via the “My Account” section of the website.,System shall allow users update billing contact information via “ My Account ” section of website 
F,Pre-paid cards shall be distributed via email or via a printed paper card.,Pre-paid cards shall be distributed via email via printed paper card 
F,Only registered customers can purchase streaming movies.,Only registered customers can purchase streaming movies 
F,Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.,Movies can only be streamed if customer has purchased movie is within 2-day time period stream movie 
F,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,Website must be able support free trial periods with various parameters set by Izogn Manager 
F,All streaming movie sales will be logged in the database and accessible by the administrator.,streaming movie sales will be logged in database accessible by administrator 
F,All registered customer information shall be stored and maintained in the database even after the customer cancels their account.,registered customer information shall be stored maintained in database even after customer cancels account 
F,Daily usage statistics should be logged and accessible by the administrator.,Daily usage statistics should be logged accessible by administrator 
F,The owner shall have free access to all of the streaming movies.,owner shall have free access of streaming movies 
PE,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.,Total lead cycle time must be completed in minutes for % of lead volume between business hours of CST CST then minutes for % of lead volume during business hours 
PE,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,lead evaluation will complete in time period longer than seconds for % of leads processed 
PE,For leads that process longer than 25 seconds the system will record the event and duration,For leads process longer than seconds system will record event duration 
PE,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,process must fit within processing time conditions set forth by Auto Rep Assignment process in lead is assigned within minutes of total life cycle 
A,Defect reports will be available to technical units on a 24x7 basis.,Defect reports will be available technical units on basis 
F,The vendor will verify the invalid lead.,vendor will verify invalid lead 
F,Vendor will submit a credit validation record to be applied to the enterprise billing system.,Vendor will submit credit validation record be applied enterprise billing system 
F,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,If lead is scored high range system will supply lead data score enterprise system 
F,The leads washing functionality will validate all leads received by the web service for valid data,leads washing functionality will validate leads received by web service for valid data 
F,The leads washing functionality will insert all leads captured by the web service.,leads washing functionality will insert leads captured by web service 
F,If the leads score falls within the high average score then it will be process by the ARA functionality.,If leads score falls within high average score then will be process by ARA functionality 
F,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,If leads score falls within medium average then will be set for manual verification by Enrollment Coordinator through eleads system 
F,If the leads score falls within the low average then it will be returned to the supplying vendor,If leads score falls within low average then will be returned supplying vendor 
F,The leads washing functionality will compile both contact and academic scoring information for a total score.,leads washing functionality will compile contact academic scoring information for total score 
F,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,leads washing functionality will use parameters supplied by corporate schools score part of lead 
F,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,leads washing functionality will return lead data supplied vendor along with reason of rejection 
F,The leads washing functionality will have an interface in which lead data parameters can be maintained.,leads washing functionality will have interface in lead data parameters can be maintained 
F,The leads washing functionality will verify the users authentication and rights to make parameter updates.,leads washing functionality will verify users authentication rights make parameter updates 
F,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,leads washing functionality will store potential lead duplicates returned by enterprise system 
F,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,Prior submitting lead enterprise system leads washing functionality will assign lead admissions rep 
F,The leads washing functionality shall receive a period list of available reps from the enterprise system.,leads washing functionality shall receive period list of available reps from enterprise system 
LF,The product shall simulate the look of ships at sea.,product shall simulate look of ships at sea 
LF,The product shall display the grids within a circle as a view from a periscope.,product shall display grids within circle as view from periscope 
LF,The product shall display each type of ship in a grid using an image of the specific type of ship.,product shall display type of ship in grid using image of specific type of ship 
LF,When the offensive player takes a shot the product shall simulate the sound of a ship at sea.,offensive player takes shot product shall simulate sound of ship at sea 
LF,When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.,shot is marked as miss product shall simulate sound of shot missing target 
LF,When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.,shot is marked as hit product shall simulate sound of shot hitting target 
LF,When a ship is sunk the product shall simulate the sound of a sinking ship.,ship is sunk product shall simulate sound of sinking ship 
A,The product shall be available 24 hours per day seven days per week.,product shall be available hours per day days per week 
PE,The product shall able to handle a large number of games simultaneously.,product shall able handle large number of games simultaneously 
PE,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,product shall protect identity of players product shall provide players access information might reveal identity of player 
US,The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,product shall be intuitive self-explanatory Nine ten users shall be able successfully complete game with training 
US,The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,product shall be available players who understand English Spanish French product shall allow user select language upon accessing product 
SE,The product shall provide players no access to information that might reveal the identity of another player,product shall provide players access information might reveal identity of player 
PE,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,response time shall be fast enough maintain flow of game response time shall be no more than seconds for % of responses more than % for remaining responses 
F,The product shall maintain a list of players.,product shall maintain list of players 
F,The product shall allow a user to identify himself or herself as a player.,product shall allow user identify as player 
F,Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.,Once game has been initiated product shall make players assigned game unavailable for selection from list of players 
F,The product shall allow a user to remove himself or herself from the list of players at any time.,product shall allow user remove from list of players at time 
F,The product shall make inactive players unavailable for selection from the list of players.,product shall make inactive players unavailable for selection from list of players 
F,The product shall remove players who have been inactive for 24 hours from the list of players.,product shall remove players who have been inactive for hours from list of players 
F,The product shall allow a player to initiate a game by selecting another available player from the list of players.,product shall allow player initiate game by selecting available player from list of players 
F,Once a game is initiated the product shall display a defensive grid to each player,Once game is initiated product shall display defensive grid player 
F,Once a game is initiated the product shall display an offensive grid to each player.,Once game is initiated product shall display offensive grid player 
F,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,product shall prevent player from viewing offensive defensive grids of other player 
F,Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.,Once game is initiated product shall allow player position ships on respective defensive grids 
F,The product shall allow a player to position ships horizontally on their grid.,product shall allow player position ships horizontally on grid 
F,The product shall allow the player to position ships vertically on their grid.,product shall allow player position ships vertically on grid 
F,The product shall allow the player to position ships diagonally on their grid,product shall allow player position ships diagonally on grid 
F,The product shall prevent the player from overlapping ships on their grid.,product shall prevent player from overlapping ships on grid 
F,When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.,players have positioned ships on defensive grids product shall define status of player for first turn 
F,For each turn the product shall identify one player as offensive status and one player as defensive status.,For turn product shall identify player as offensive status player as defensive status 
F,The product shall maintain the status of each player for a turn either offensive or defensive.,product shall maintain status of player for turn offensive defensive 
F,At the start of each turn the product shall notify each player of his or her status.,At start of turn product shall notify player of status 
F,For each turn the product shall allow the offensive player to define a shot.,For turn product shall allow offensive player define shot 
F,For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,For shot product shall examine defensive grid of defensive player determine whether shot was hit miss 
F,For each shot the product shall notify the players whether the shot was a hit or miss.,For shot product shall notify players whether shot was hit miss 
F,For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,For shot product shall mark shot as hit miss on defensive grid of defensive player 
F,For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,For shot product shall mark shot as hit miss on offensive grid of offensive player 
F,When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,hit results in sinking ship product shall notify players that ship was sunk 
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.,hit results in sinking ship product shall mark ship as sunk on defensive grid of defensive player 
F,When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,hit results in sinking ship product shall indicate type of ship sunk on defensive grid of defensive player 
F,When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.,hit results in sinking ship product shall mark ship as sunk on offensive grid of offensive player 
F,If the shot was marked as a hit the product shall allow the offensive player to define a shot.,If shot was marked as hit product shall allow offensive player define shot 
F,If the shot was marked as a miss the product shall change the status of the offensive player to defensive,If shot was marked as miss product shall change status of offensive player defensive 
F,If the shot was marked as a miss the product shall change the status of the defensive player to offensive,If shot was marked as miss product shall change status of defensive player offensive 
F,The product shall continue to assign turns until the game is ended.,product shall continue assign turns until game is ended 
F,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player’s ships which had not been previously marked as sunk.,product shall end game hit by offensive player results in sinking last of defensive player ’ s ships had not been previously marked as sunk 
F,The product shall allow a player to end a game at any time during the game.,product shall allow player end game at time during game 
F,When a game is ended the product shall notify the players that the game is ended.,game is ended product shall notify players that game is ended 
F,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,notification of game ending will include reason game is ended i.e player has won game player has ended game 
F,When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.,game is ended product shall allow player identify as available player in list of players 
F,When a game is ended the product shall allow each player to remove himself or herself from the list of players.,game is ended product shall allow player remove from list of players 
US,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,system shall be easy use by callers supervisors Callers supervisors must be able accomplish system task within minutes 
US,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,system shall be easy learn by callers supervisors Callers supervisors shall learn use system within minutes 
PE,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,system shall be responsive At DePaul TeleServices Center supervisor uses system view callers schedule system response time must be no more than seconds % of time more than seconds rest of time 
PE,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.,On connection system response time for operations must be no more than seconds % of time 
PE,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.,On connection faster system response time for operations must be no more than seconds % of time 
A,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,system shall have high availability day of year.The system must be available for use between days of year 
A,The system must be available for use between 7:00AM and 11:59PM all days of the year.,system must be available for use between days of year 
SE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed access advertise empty time slots 
SE,The product shall ensure that only supervisors can enter a caller’s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can enter caller ’ s schedule.The product must ensure that supervisors are allowed access advertise empty time slots 
SE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,product shall ensure that only supervisors can view schedule of callers.The product must ensure that supervisors are allowed access advertise empty time slots 
LF,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.,interface shall have simple look In interface usability survey % of beta testers must report that interface is adequately simple 
LF,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.,interface shall be appealing callers supervisors In interface usability survey % of beta testers must report that interface is appealing 
LF,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict determine problems will also provide internal external support 
LF,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface 
US,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,product shall provide Monitoring Services.The product shall be easy for System Administrators DBAs use after weeks of usage 
US,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,product shall provide Error Tracking Services.The product shall help System Administrators DBAs resolve transaction errors % of time 
US,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),product shall provide Portals.The product shall help System Administrators analyze transactions with ad-hoc reporting KPIs Key Performance Indicators 
PE,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging enable parallel processing reduce overhead in communications 
PE,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,product shall provide Multi-threading Load Balancing.The product shall provide multi-threading technology as well as load balancing overcome data load spikes traffic 
PE,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,product shall process messages within seconds.The product shall have maximum message processing time of seconds 
PE,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,product shall poll system for messages second.The product shall poll system for new messages at maximum of second 
PE,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,product shall provide Dynamic Change Support Transparent resource addition.The product shall support Transparent Resource addition Dynamic Change support provide scalability avoid service interruptions of more than day 
A,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,product shall be available % of time Rationale avoid service interruption during busiest customer service response periods product shall be available % of time for regular business days 
SC,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,product shall be able process transactions.The product shall process minimum of transactions per year 
SE,The product shall have security.The product shall provide authentication and authorization.,product shall have security.The product shall provide authentication authorization 
SE,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,product shall information Security product shall enable privacy by encryption WS-Security Integrity Checking 
SE,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,product shall have audit capabilities.The product shall store messages for minimum of year for audit transaction tracking purposes 
LF,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,system shall use IBM CCR branding standards interface must have IBM logo CCR logo 
LF,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,system shall be displayable on work computer CCR user may have system interface shall be formatted display at by pixel resolution 
LF,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,system interface will use CCR nomenclature system must use same nomenclature used in existing WCS system reports 
LF,The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,interface must summarize data in fashion ’ s appealing CCR management report type must have at least high level summary shown in results dashboard/interface 
US,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,system must use point click interface % of selection navigation functionality must be able be activated/selected by mouse keyboard 
US,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,interface shall be easy use % of users should be able successfully use system generate report on first use interface should adhere IBM usability standards 
US,Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),Rreports must be easy generate eports must be generated within button click exported within button click after selecting report 
US,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,user shall be able use system without instruction after short amount of time After use user should understand remember % of system usage navigation 
US,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),CCR users shall receive training before WCS system is deployed training session will be held for % of CCR users before system deployment based on CCR user being available 
US,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,WCS system shall use appropriate nomenclature terminology as defined by Corporate Community Grants organization interfaces reports will undergo usability tests by CCR users 
A,The WCS system shall be available at all times as long as IBM’s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM’s internal intranet W3 is available.,WCS system shall be available at times as long as IBM ’ s internal intranet W3 is accessible WCS system will be available % of time IBM ’ s internal intranet W3 is available 
